dataset,Model,Normalization method,R2 Score,CPT KL Divergence,CPT JS Divergence,Number of Parents,entropy,predicted_entropy,BN KL Divergence
agropastoral2,gpt-4o-withoutcontext,Normalized,0.3479227290376917,0.5098853007840328,0.1479584698927032,5,0.4104169297997393,0.6759024139806963,4.548719167601548
agropastoral3,gpt-4o-withoutcontext,Raw,0.0,0.23191057822990954,0.0616304152282932,2,0.6654237508323884,1.0,
agropastoral3,gpt-4o-withoutcontext,Normalized,0.0,0.23191057822990954,0.0616304152282932,2,0.6654237508323884,1.0,
agropastoral3,gpt-4o-withoutcontext,Raw,-0.3965547796072364,0.16503775649192026,0.20646773340183366,3,0.4930901446809224,0.9325218499349703,
agropastoral3,gpt-4o-withoutcontext,Normalized,-0.04211482683101009,0.564207783618231,0.1550833913170426,3,0.4930901446809224,0.8874898955839992,
agropastoral3,gpt-4o-withoutcontext,Raw,0.15391361074745846,0.25653332822110514,0.14658727996722365,5,0.4839243362005122,0.7486297565522452,-1.0
agropastoral3,gpt-4o-withoutcontext,Normalized,0.2618497832873614,0.44916453083876834,0.12776845869930953,5,0.4839243362005122,0.6864888481734696,4.493606117782439
agropastoral4,gpt-4o-withoutcontext,Raw,-0.19895156621753918,0.20235933482139923,0.08583887628237635,2,0.6008808424806263,0.8536389376822159,
agropastoral4,gpt-4o-withoutcontext,Normalized,-0.1010771510463202,0.29802582415510426,0.07829165329957545,2,0.6008808424806263,0.8716101387729371,
agropastoral4,gpt-4o-withoutcontext,Raw,-0.38820781132522786,0.22070135312150693,0.19433657081287695,3,0.5052091355242566,0.9156014544763046,
agropastoral4,gpt-4o-withoutcontext,Normalized,-0.08823084179933227,0.5631359388667588,0.1532670778044922,3,0.5052091355242566,0.87340248949501,
agropastoral4,gpt-4o-withoutcontext,Raw,-0.029831186917763874,0.026165810863899453,0.2811851378257075,5,0.35001154124480777,0.8397846547472,-1.0
agropastoral4,gpt-4o-withoutcontext,Normalized,0.3033718237187908,0.6150936511656541,0.17498902843025654,5,0.35001154124480777,0.6830217110664996,8.914197173244066
algal1,gpt-4o-withoutcontext,Raw,0.24635205024011808,0.1119938729168302,0.027056956882959834,2,0.8291538174707366,0.8005053779765864,
algal1,gpt-4o-withoutcontext,Normalized,0.2860368268114817,0.10235397768323792,0.02401492278192463,2,0.8291538174707366,0.7909299546157448,
algal1,gpt-4o-withoutcontext,Raw,-96.49999999999989,0.1017684801201406,0.002804749871770002,3,0.9182238168441618,0.8803769566728626,-1.0
algal1,gpt-4o-withoutcontext,Normalized,-68.49414321941785,0.007457800834851654,0.0018318334508143404,3,0.9182238168441618,0.912621658753706,0.6572636072957098
algalactivity1,gpt-4o-withoutcontext,Raw,-0.9952455977718662,0.6957761502028872,0.07735590732824321,2,0.8121970856212749,0.7649545846845789,-1.0
algalactivity1,gpt-4o-withoutcontext,Normalized,-0.8192247878615919,0.28130730074296817,0.06123287915741402,2,0.8121970856212749,0.797741562690616,2.0182480768173385
algalactivity2,gpt-4o-withoutcontext,Raw,-0.4305191042639487,0.23316632320171934,0.06703023897470627,2,0.7645516957579964,0.8256464114049386,-1.0
algalactivity2,gpt-4o-withoutcontext,Normalized,-0.2002431463248937,0.2127894739432564,0.05379286483928159,2,0.7645516957579964,0.8824463713979429,1.443650275270757
algorithms3,gpt-4o-withoutcontext,Raw,-1.8110621475851927,1.039703623710062,0.09070483432794349,2,0.8424499252474187,0.7444350699299123,-1.0
algorithms3,gpt-4o-withoutcontext,Normalized,-0.6509726899466883,0.17777837757207643,0.0456657401979078,2,0.8424499252474187,0.9714923878508178,0.5195805193661154
algorithms4,gpt-4o-withoutcontext,Raw,-2.3337461330239755,1.1880313717058502,0.1046055765863654,2,0.8666997688646867,0.6806544156870697,-1.0
algorithms4,gpt-4o-withoutcontext,Normalized,-1.193809993009192,0.22978593324644825,0.05286769716781873,2,0.8666997688646867,0.8652332966593108,0.866510233503871
APSsystem,gpt-4o-withoutcontext,Raw,0.4374771146100329,0.15806850794508634,0.06112894437049389,2,0.5150297931074775,0.8269338397165293,-1.0
APSsystem,gpt-4o-withoutcontext,Normalized,0.4695188359825696,0.2002714952070271,0.05817716978589242,2,0.5150297931074775,0.8323472896147224,1.940380569673703
fake_asia,gpt-4o-withoutcontext,Raw,0.8169473090824685,0.12024000891723438,0.02455455677253489,2,0.3788367296129292,0.43572407610657304,-1.0
fake_asia,gpt-4o-withoutcontext,Normalized,0.810972868005017,0.1003449398504338,0.02436780641071405,2,0.3788367296129292,0.41801383633681805,1.2931516438674393
augmenting,gpt-4o-withoutcontext,Raw,-0.07692307692307687,0.23024572668763996,0.12143722992813231,2,0.44865084408561495,0.815006668374025,
augmenting,gpt-4o-withoutcontext,Normalized,0.037457108884892176,0.3814366390940611,0.1085080278952257,2,0.44865084408561495,0.8692204259212597,
augmenting,gpt-4o-withoutcontext,Raw,-0.460560424638933,-0.26004149959174105,0.07670838073861155,3,0.7623848663409786,0.9170585456706498,-1.0
augmenting,gpt-4o-withoutcontext,Normalized,0.3247025950352327,0.14566349592274735,0.041347444587302634,3,0.7623848663409786,0.8768241431145954,1.057470971144192
bank,gpt-4o-withoutcontext,Raw,0.1981916169257193,-0.03377853211308861,0.026400612546192317,2,0.8048600329537507,0.8560005210057322,
bank,gpt-4o-withoutcontext,Normalized,0.44554794984511736,0.0770345137545132,0.020656510819014963,2,0.8048600329537507,0.9036174162649504,
bank,gpt-4o-withoutcontext,Raw,0.3759077877604743,-0.027429402736560037,0.1133411303142732,4,0.5830516520919519,0.8508565546264664,-1.0
bank,gpt-4o-withoutcontext,Normalized,0.47265792643361026,0.28741282051410383,0.08960279122757925,4,0.5830516520919519,0.7616885539016778,0.6047889705110712
bankruptcy,gpt-4o-withoutcontext,Raw,-4.24136786188579,0.20298150694684564,0.0844264416068244,2,0.9093156035505554,0.6084867792335654,
bankruptcy,gpt-4o-withoutcontext,Normalized,-3.2387814796231993,0.35228058644476323,0.0733815086022924,2,0.9093156035505554,0.7033015627568349,
bankruptcy,gpt-4o-withoutcontext,Raw,-1.728263082875178,0.2812985983931709,0.1582021666682003,3,0.7311463982937698,0.8203199665117366,-1.0
bankruptcy,gpt-4o-withoutcontext,Normalized,-1.2081772660658507,0.5309736986416901,0.1335556643407896,3,0.7311463982937698,0.7913192653086353,4.254728480403962
beatles,gpt-4o-withoutcontext,Raw,0.22060000000000002,2.8687042718177507,0.1061640302841523,2,0.2,0.09045456409606023,-1.0
beatles,gpt-4o-withoutcontext,Normalized,0.3029893298655316,2.0008712579057653,0.0988011867822001,2,0.2,0.1559691833566133,3.6776120909302703
blockchain,gpt-4o-withoutcontext,Raw,-0.03105523860812398,0.3460602293548201,0.09475298418404181,2,0.5400939886252182,0.8257462223244549,-1.0
blockchain,gpt-4o-withoutcontext,Normalized,-0.004682712975523806,0.33762639776749814,0.09141646995558816,2,0.5400939886252182,0.8267206261062137,2.8615690167730152
BOPfailure1,gpt-4o-withoutcontext,Raw,-0.15386719330947507,0.9294146665637976,0.22657486274625174,2,0.03282352095311872,0.8923496178586872,-1.0
BOPfailure1,gpt-4o-withoutcontext,Normalized,-0.09287721827003681,0.8522693401540012,0.21812272072655076,2,0.03282352095311872,0.9372506239633789,17.29362970425552
BOPfailure2,gpt-4o-withoutcontext,Raw,-0.10229716653232268,0.8246560061783771,0.2242871126506891,2,0.008856952201363984,0.8977881712073437,-1.0
BOPfailure2,gpt-4o-withoutcontext,Normalized,-0.07845778032997908,0.7831291657843859,0.21996794050069327,2,0.008856952201363984,0.922509014747797,31.513912418789072
BOPfailure3,gpt-4o-withoutcontext,Raw,-0.08098645279485761,0.7769803275205824,0.2243364452465527,2,0.01831108684160839,0.8960256310993557,-1.0
BOPfailure3,gpt-4o-withoutcontext,Normalized,-0.048393545349667555,0.7101751962637862,0.21551126760308065,2,0.01831108684160839,0.9634197884531919,22.92340747941005
chds,gpt-4o-withoutcontext,Raw,0.3201056566114351,0.017354979617899998,0.029801532012781937,2,0.768144034678592,0.9376504152778243,
chds,gpt-4o-withoutcontext,Normalized,0.40072145344074817,0.10113056685116169,0.02681378893848362,2,0.768144034678592,0.9559597037249001,
chds,gpt-4o-withoutcontext,Raw,-9.348656716417908,-0.24030525608110226,0.0821619748862027,3,0.8874922350438328,0.9192935186383092,-1.0
chds,gpt-4o-withoutcontext,Normalized,-3.310612804862264,0.18155476371964402,0.04538800272668549,3,0.8874922350438328,0.8806480125906301,0.42110638638950487
conasense,gpt-4o-withoutcontext,Raw,-4.023297522274431,-0.4774702864158653,0.08432742964221268,3,0.853722060478103,0.9000542091259583,
conasense,gpt-4o-withoutcontext,Normalized,0.16714904420078924,0.07551709953425904,0.019057577958271867,3,0.853722060478103,0.9020877444305225,
conasense,gpt-4o-withoutcontext,Raw,-2.533516057915748,-0.5532610443689425,0.2285695325969791,4,0.6406413955118508,0.8819772887592696,-1.0
conasense,gpt-4o-withoutcontext,Normalized,0.28081749546033075,0.26133440518658363,0.07607941659894168,4,0.6406413955118508,0.7837252978184841,0.6227931502708738
concrete3,gpt-4o-withoutcontext,Raw,-0.006361323155216425,0.13876356587682492,0.08823140947755886,2,0.5857291145041132,0.9818625242212385,
concrete3,gpt-4o-withoutcontext,Normalized,0.03922882752303081,0.27789479242054493,0.08022923620562052,2,0.5857291145041132,0.9995453213861906,
concrete3,gpt-4o-withoutcontext,Raw,-0.6801151845429767,-0.14893755286037416,0.14181393311185775,3,0.6726171334888515,0.9681568947043259,
concrete3,gpt-4o-withoutcontext,Normalized,0.004252485898416647,0.3202465312199324,0.0846260573582367,3,0.6726171334888515,0.9113641333257453,
concrete3,gpt-4o-withoutcontext,Raw,0.0,-0.9405501222738482,0.2517465120392932,5,0.7219280948873623,0.885282216451617,-1.0
concrete3,gpt-4o-withoutcontext,Normalized,0.0,0.08906930610256708,0.018883076046368474,5,0.7219280948873623,0.6985958180156203,0.8131126697385649
concrete4,gpt-4o-withoutcontext,Raw,-0.1736182453256625,0.1189440826392275,0.06347313282955931,2,0.7216668175851716,0.9694864146101669,
concrete4,gpt-4o-withoutcontext,Normalized,-0.05487930110718642,0.2018501473870216,0.05713207966474428,2,0.7216668175851716,0.9978731939526092,
concrete4,gpt-4o-withoutcontext,Raw,-1.6362308254200144,0.9035928245788232,0.3509003884255427,3,0.48527571430355554,0.8677396647060184,
concrete4,gpt-4o-withoutcontext,Normalized,-0.99357493179887,1.2400650534999182,0.2886689622546235,3,0.48527571430355554,0.8439862457509862,
concrete4,gpt-4o-withoutcontext,Raw,-1.0817307692307692,-0.09989864333496332,0.05610901011121948,5,0.6825279638017293,0.7972211589633547,-1.0
concrete4,gpt-4o-withoutcontext,Normalized,-0.3413746017296315,0.16246562093824113,0.04114589572734202,5,0.6825279638017293,0.7008020690395533,2.026404142071152
concrete5,gpt-4o-withoutcontext,Raw,0.0,0.003203422037340191,0.0008014975806282174,2,0.9953784388202257,1.0,
concrete5,gpt-4o-withoutcontext,Normalized,0.0,0.003203422037340191,0.0008014975806282174,2,0.9953784388202257,1.0,
concrete5,gpt-4o-withoutcontext,Raw,-0.9716248886626804,0.4532286725781577,0.1924693637514137,3,0.6099844869316087,0.9095836071300994,
concrete5,gpt-4o-withoutcontext,Normalized,-0.6482608134606587,0.6981318028862091,0.1650622667292403,3,0.6099844869316087,0.8820206273335938,
concrete5,gpt-4o-withoutcontext,Raw,-9.648399612027157,-0.5598673320151258,0.2917340578128584,5,0.6545140749134422,0.9231667006380204,-1.0
concrete5,gpt-4o-withoutcontext,Normalized,-0.7616826939752435,0.36145195231243576,0.08585285658538909,5,0.6545140749134422,0.7021147833233684,1.0328310272977412
concrete6,gpt-4o-withoutcontext,Raw,0.0,0.10988833805385126,0.028255890229608054,2,0.8414646362081757,1.0,
concrete6,gpt-4o-withoutcontext,Normalized,0.0,0.10988833805385126,0.028255890229608054,2,0.8414646362081757,1.0,
concrete6,gpt-4o-withoutcontext,Raw,-0.586558219178082,0.16132804261482162,0.1323530824542449,3,0.6937094643756984,0.8912795823366375,
concrete6,gpt-4o-withoutcontext,Normalized,-0.16712510307868778,0.3620565896638953,0.09525715669505677,3,0.6937094643756984,0.9025489447355243,
concrete6,gpt-4o-withoutcontext,Raw,-26.483974358974354,-1.0116000353268055,0.2916827744059457,5,0.6891013796842052,0.9312006430904798,-1.0
concrete6,gpt-4o-withoutcontext,Normalized,0.133982357151898,0.08299618868296123,0.022256246200083388,5,0.6891013796842052,0.7147544162751674,0.5484925730181426
concrete7,gpt-4o-withoutcontext,Raw,0.0,0.00020001333146626998,5.000583435688967e-05,2,0.9997114417528099,1.0,
concrete7,gpt-4o-withoutcontext,Normalized,0.0,0.00020001333146626998,5.000583435688967e-05,2,0.9997114417528099,1.0,
concrete7,gpt-4o-withoutcontext,Raw,-1.3377466327977316,0.044712312207916716,0.1306537191797041,3,0.7570692200234816,0.916643955601168,
concrete7,gpt-4o-withoutcontext,Normalized,-0.5387463902838647,0.3641897897078652,0.08798105034925768,3,0.7570692200234816,0.8846798117998776,
concrete7,gpt-4o-withoutcontext,Raw,-4.230098177958606,-0.05316442612121048,0.18595267016224298,5,0.6439823303573559,0.7383800211634567,-1.0
concrete7,gpt-4o-withoutcontext,Normalized,-0.6209448129031729,0.3704397532296542,0.085562066440266,5,0.6439823303573559,0.6711961155984091,1.380418725787909
constructionproductivity,gpt-4o-withoutcontext,Raw,-0.9067309874197236,0.07790038376102004,0.04832420446223552,2,0.8604343319286353,0.8499222933757646,-1.0
constructionproductivity,gpt-4o-withoutcontext,Normalized,-0.7216983944339359,0.18153404872796738,0.043255146729501835,2,0.8604343319286353,0.8803778114273824,4.032217912432243
corrosion,gpt-4o-withoutcontext,Raw,-0.3777541825249324,0.2899130665451203,0.09699857426737488,2,0.6255747847909878,0.8251740315157216,
corrosion,gpt-4o-withoutcontext,Normalized,-0.31891261882111444,0.35793287422530423,0.09158348740563897,2,0.6255747847909878,0.844197165304788,
corrosion,gpt-4o-withoutcontext,Raw,-0.7900782432575617,0.013009891064936236,0.1827223689756007,3,0.5970752344902334,0.8689648130431612,
corrosion,gpt-4o-withoutcontext,Normalized,-0.0926314825910104,0.4654209340411008,0.12122989834687255,3,0.5970752344902334,0.858680050491398,
corrosion,gpt-4o-withoutcontext,Raw,-1.4109136168610248,0.09434561666126948,0.3929432973546708,4,0.41697334887893556,0.8578837892071421,-1.0
corrosion,gpt-4o-withoutcontext,Normalized,-0.09976968996436164,0.8368539183106791,0.20709348664586752,4,0.41697334887893556,0.7699997643983189,7.684020022395438
covidfear,gpt-4o-withoutcontext,Raw,-0.16370024650892123,0.10506891540291964,0.06412759510734864,2,0.7006344637607687,0.952783463137614,
covidfear,gpt-4o-withoutcontext,Normalized,-0.0509078529406608,0.21664069122987673,0.06049278539759288,2,0.7006344637607687,0.985439229250165,
covidfear,gpt-4o-withoutcontext,Raw,-0.4506913150206222,-0.05834974967184204,0.11983549414263198,3,0.670320341796964,0.9287037243566038,-1.0
covidfear,gpt-4o-withoutcontext,Normalized,0.0170674921388827,0.3113557548270022,0.08218398010706288,3,0.670320341796964,0.8844875620784508,2.7208341478901272
covidrisk,gpt-4o-withoutcontext,Raw,0.02716394401658062,0.23874331160111512,0.08018515782246517,2,0.5841477563699963,0.8393854275893085,-1.0
covidrisk,gpt-4o-withoutcontext,Normalized,0.05757424637541175,0.2901768204683828,0.07649323609803857,2,0.5841477563699963,0.8526446594054965,1.5964060700575184
criminal3,gpt-4o-withoutcontext,Raw,0.044694814085109,0.43312232441685283,0.13850207192840397,2,0.27612811136460413,0.7218395758846955,-1.0
criminal3,gpt-4o-withoutcontext,Normalized,0.06790481012617833,0.49646740658404565,0.13299296465029378,2,0.27612811136460413,0.75579518143732,5.229165564917203
criminal4,gpt-4o-withoutcontext,Raw,0.08866344268723048,0.5355530494502091,0.147056732764121,2,0.21192220675778012,0.7336228093586614,-1.0
criminal4,gpt-4o-withoutcontext,Normalized,0.05248293163880158,0.5270202851382083,0.14811813869431137,2,0.21192220675778012,0.7535338203777465,4.368695324623839
curacao1,gpt-4o-withoutcontext,Raw,0.554770411074341,0.2658308689146883,0.0729644641250631,2,0.3374852243538178,0.8019276952336275,
curacao1,gpt-4o-withoutcontext,Normalized,0.5923415020430027,0.2316033537472358,0.07070463974284852,2,0.3374852243538178,0.7918111337729353,
curacao1,gpt-4o-withoutcontext,Raw,-1.6530874522608622e+31,-0.4379839445603004,0.0405617596878602,3,0.9182624971143587,0.9598995575466075,-1.0
curacao1,gpt-4o-withoutcontext,Normalized,-1.2222500918536365e+30,0.017300790043065593,0.0042886958866025105,3,0.9182624971143587,0.9059909446700052,1.463243885831544
curacao2,gpt-4o-withoutcontext,Raw,0.49598163030998854,0.10386203420138272,0.04074777588541534,2,0.636123660976369,0.8151636398204347,
curacao2,gpt-4o-withoutcontext,Normalized,0.5428820914780997,0.1346697364637981,0.038267958893617775,2,0.636123660976369,0.8225148823948482,
curacao2,gpt-4o-withoutcontext,Raw,-1.1541033972416165e+31,-0.24355848927612245,0.030996828561741584,3,0.9182624971143587,0.9296662225552086,-1.0
curacao2,gpt-4o-withoutcontext,Normalized,-3.2505822752258084e+30,0.0531867717481375,0.012490853338510095,3,0.9182624971143587,0.8844355848122283,1.2442003516209548
curacao3,gpt-4o-withoutcontext,Raw,0.4517321474095686,0.20286865032962154,0.06216662964178324,2,0.48012464587157383,0.8223534512723252,
curacao3,gpt-4o-withoutcontext,Normalized,0.48505460319936977,0.20864914845167196,0.05968598243404552,2,0.48012464587157383,0.8243715424345504,
curacao3,gpt-4o-withoutcontext,Raw,0.0,-0.27022520935915284,0.059296826652573124,3,0.9182624971143586,0.8480676733651783,-1.0
curacao3,gpt-4o-withoutcontext,Normalized,0.0,0.12683971382468295,0.02619287871096971,3,0.9182624971143586,0.8512462966995611,1.9953651956026646
diabetes,gpt-4o-withoutcontext,Raw,-0.4737623587444584,0.09183782624962683,0.029767467800581968,2,0.8930371136826609,0.8643367636482993,-1.0
diabetes,gpt-4o-withoutcontext,Normalized,-0.28424478357457716,0.09781199472704909,0.023804402594985886,2,0.8930371136826609,0.8761935893690443,0.8665355075702136
disputed1,gpt-4o-withoutcontext,Raw,-0.005760368663594306,0.6647938277598385,0.184371527798357,2,0.14058780412565,0.8855937407628338,-1.0
disputed1,gpt-4o-withoutcontext,Normalized,-0.03943158769105959,0.6452177253867711,0.1836014904485513,2,0.14058780412565,0.8759201978227255,6.264524822784842
drainage,gpt-4o-withoutcontext,Raw,-0.2133916482682927,0.409181042427874,0.10371967475980187,2,0.5084211161663673,0.6966719436817436,-1.0
drainage,gpt-4o-withoutcontext,Normalized,-0.15762802961718658,0.4091304798771443,0.09872482289447639,2,0.5084211161663673,0.7274316955171475,6.558502502635054
dustexplosion,gpt-4o-withoutcontext,Raw,-0.6573254403591671,0.35549016083133284,0.11384885435952906,2,0.6237939996062709,0.7508477206394005,
dustexplosion,gpt-4o-withoutcontext,Normalized,-0.535603364606116,0.4385485067712903,0.1047337288230077,2,0.6237939996062709,0.7922144223869984,
dustexplosion,gpt-4o-withoutcontext,Raw,-0.9542635658914731,0.26486676110570984,0.41469824911235,4,0.3263961707843471,0.8363458532204069,
dustexplosion,gpt-4o-withoutcontext,Normalized,-0.006053825242375188,0.9317799209851598,0.24160141980731822,4,0.3263961707843471,0.7654577164840762,
dustexplosion,gpt-4o-withoutcontext,Raw,-1.8541666666666665,0.228782010136545,0.11817444286585839,5,0.6559235959644065,0.7030135124917909,-1.0
dustexplosion,gpt-4o-withoutcontext,Normalized,-0.8692833207073289,0.27870468571753565,0.07954071647706597,5,0.6559235959644065,0.6773374242767315,13.657881507202994
ecosystem,gpt-4o-withoutcontext,Raw,-0.9141752368247902,0.15454872797410907,0.05021641737896426,2,0.830756092190666,0.8318943850072236,
ecosystem,gpt-4o-withoutcontext,Normalized,-0.5007662489705043,0.1828116929796559,0.04500067332195761,2,0.830756092190666,0.9249798841161622,
ecosystem,gpt-4o-withoutcontext,Raw,-0.03203567580978839,0.290237720368942,0.2690280248332525,3,0.23834547932844954,0.8980506086492722,-1.0
ecosystem,gpt-4o-withoutcontext,Normalized,0.18404978309978925,0.7100017251600694,0.20528754252623801,3,0.23834547932844954,0.8712822721288174,5.498570444580829
electricvehicle,gpt-4o-withoutcontext,Raw,-0.3892440077477217,0.4917633158176707,0.15892871027644231,2,0.39129909697651294,0.9102458915789672,-1.0
electricvehicle,gpt-4o-withoutcontext,Normalized,-0.33126378279891777,0.5491501295465524,0.1506326192944335,2,0.39129909697651294,0.9416693804974821,11.505017312453102
electrolysis,gpt-4o-withoutcontext,Raw,-0.10374291641314892,0.37824343348562334,0.13464670784882554,2,0.39671556945534575,0.9277723682837163,-1.0
electrolysis,gpt-4o-withoutcontext,Normalized,-0.050091432232249655,0.43625529874863606,0.12686824521101392,2,0.39671556945534575,0.9520224045085166,5.36187948476371
emergency,gpt-4o-withoutcontext,Raw,0.07576142867977398,0.47306888732692687,0.1992109569873,2,0.010641792825172235,0.8217234342926838,-1.0
emergency,gpt-4o-withoutcontext,Normalized,0.21945045821528886,0.5613528575022246,0.174336549272222,2,0.010641792825172235,0.9053306928663029,7.29086344053888
engines,gpt-4o-withoutcontext,Raw,-0.25214772697208265,0.59982417570141,0.20839383184599813,2,0.14826147685929322,0.9194235665709602,-1.0
engines,gpt-4o-withoutcontext,Normalized,-0.1979140799583763,0.689322334182207,0.19892878690228644,2,0.14826147685929322,0.9501264523299039,7.741751067993938
enrollment,gpt-4o-withoutcontext,Raw,-10.815118946987077,1.7485495519731378,0.130858970130836,2,0.9759723949639902,0.5258718651752898,
enrollment,gpt-4o-withoutcontext,Normalized,-16.863140259078047,0.8569516648844777,0.12711425027683726,2,0.9759723949639902,0.16542703399626685,
enrollment,gpt-4o-withoutcontext,Raw,-2.469706271691069,0.13215353940023192,0.1096230675623059,3,0.8192418735184396,0.8160207902111879,
enrollment,gpt-4o-withoutcontext,Normalized,-0.7942786586517374,0.25080203874950835,0.06534366355348395,3,0.8192418735184396,0.8686704222174834,
enrollment,gpt-4o-withoutcontext,Raw,-1.9588039063789742,-0.3893436088769642,0.14184621145144496,5,0.6229674220301306,0.8350867163650781,-1.0
enrollment,gpt-4o-withoutcontext,Normalized,0.2533998869582794,0.20767732783627388,0.058962678075240714,5,0.6229674220301306,0.6868291663920549,2.4855315670263103
firealarm,gpt-4o-withoutcontext,Raw,0.01667303694162592,2.2982428800776393,0.13259351512812603,2,0.338480769723441,0.7330719687369691,
firealarm,gpt-4o-withoutcontext,Normalized,-0.25921636590253394,2.327424639804846,0.16429277679024837,2,0.338480769723441,0.7570727596259693,
firealarm,gpt-4o-withoutcontext,Raw,-0.28482619135369114,0.2784996765847984,0.11273821750282087,3,0.6165882516914816,0.4808869938263564,-1.0
firealarm,gpt-4o-withoutcontext,Normalized,0.13645642599087038,0.5195057580365883,0.08755173016447881,3,0.6165882516914816,0.5545358788522886,7.86552099988388
firerisk,gpt-4o-withoutcontext,Raw,0.1652452121296457,0.19906660806666926,0.08860580953338892,2,0.5295839105746594,0.9522611166098462,-1.0
firerisk,gpt-4o-withoutcontext,Normalized,0.18337340044349693,0.27998273171017074,0.08073082072463039,2,0.5295839105746594,0.970328720408846,6.067994243428192
foodallergy1,gpt-4o-withoutcontext,Raw,-0.4209754215376158,0.3966059251475256,0.12966094554515462,2,0.520583894242309,0.9130848204695996,-1.0
foodallergy1,gpt-4o-withoutcontext,Normalized,-0.36142412125338286,0.47209179816201396,0.12363960380117094,2,0.520583894242309,0.9392244365924572,5.127106023065594
foodallergy2,gpt-4o-withoutcontext,Raw,-0.8326199083912262,1.0430787729888662,0.16233416557410285,2,0.5155903844077402,0.8692482504687407,-1.0
foodallergy2,gpt-4o-withoutcontext,Normalized,-0.8092544456146362,1.0713371553423843,0.16035433213032863,2,0.5155903844077402,0.8805413106271925,9.616103040748646
foodallergy3,gpt-4o-withoutcontext,Raw,-0.226792486430748,0.27678894920458547,0.10476836783994732,2,0.5674678862422566,0.9536512995056692,-1.0
foodallergy3,gpt-4o-withoutcontext,Normalized,-0.13486164505628673,0.3343642363530455,0.09503574641439488,2,0.5674678862422566,0.9853365269432132,3.134456716050514
fundraising,gpt-4o-withoutcontext,Raw,-0.303285390212388,0.22361521797721853,0.09907424252883866,2,0.583968513945758,0.861052583675703,-1.0
fundraising,gpt-4o-withoutcontext,Normalized,-0.21489878917894023,0.3544070178182417,0.09141664574783173,2,0.583968513945758,0.9007598318383933,2.4403361881723478
gasexplosion,gpt-4o-withoutcontext,Raw,-0.05875496059604557,0.21399453727971157,0.0890894806804646,2,0.5778287636877568,0.8724654138966497,-1.0
gasexplosion,gpt-4o-withoutcontext,Normalized,-0.005594930942488308,0.29845663334896666,0.08337149760785117,2,0.5778287636877568,0.9024492633700588,4.263622511792018
gasifier,gpt-4o-withoutcontext,Raw,-0.0663307770049344,0.20144702666991485,0.07611241009798926,2,0.6200327777564738,0.8055761821803563,-1.0
gasifier,gpt-4o-withoutcontext,Normalized,0.07269791339100995,0.33624312544253265,0.06758532229433556,2,0.6200327777564738,0.8625739341952929,16.449473635495238
GDIpathway1,gpt-4o-withoutcontext,Raw,-0.09907849580049222,0.18317723761333662,0.07299934290455172,2,0.6713913673481153,0.9533408154241814,-1.0
GDIpathway1,gpt-4o-withoutcontext,Normalized,-0.052401528170303635,0.2419826601646787,0.06948313082313295,2,0.6713913673481153,0.9650757894360305,8.429271819213689
GDIpathway2,gpt-4o-withoutcontext,Raw,-0.44950099159035495,0.028216272309804828,0.027944927741851238,2,0.8964375546029761,0.9574653445113643,-1.0
GDIpathway2,gpt-4o-withoutcontext,Normalized,-0.3234754564273661,0.09583166787392774,0.025200751432832735,2,0.8964375546029761,0.9691419969855517,1.2212835433239764
greencredit,gpt-4o-withoutcontext,Raw,-0.3449581716271475,0.21055062150769366,0.2086835674117797,3,0.4676176130643887,0.9022444377570157,-1.0
greencredit,gpt-4o-withoutcontext,Normalized,-0.02525490846020828,0.588861666641276,0.1579573091245402,3,0.4676176130643887,0.8701121181921776,6.456761246482761
humanitarian,gpt-4o-withoutcontext,Raw,-0.36293989842389185,0.044579176768465525,0.14853821941179612,3,0.6088338533575768,0.9020051802823172,-1.0
humanitarian,gpt-4o-withoutcontext,Normalized,0.035416144060819166,0.3948732436371412,0.1071953820973777,3,0.6088338533575768,0.8698159126313516,9.12562261987012
hydraulicsystem,gpt-4o-withoutcontext,Raw,0.4861655926959093,0.09142928029403642,0.07718285246635209,2,0.3314499372634438,0.7217535373471147,-1.0
hydraulicsystem,gpt-4o-withoutcontext,Normalized,0.6343098935054096,0.20573588513284005,0.06313457627205915,2,0.3314499372634438,0.8008100235772119,0.8653441975020152
inverters,gpt-4o-withoutcontext,Raw,0.48193751080292413,0.03872146941566305,0.03148320153017469,2,0.6969799496684446,0.8370549767026713,-1.0
inverters,gpt-4o-withoutcontext,Normalized,0.5411305536574745,0.10336383642855161,0.0281236779508709,2,0.6969799496684446,0.861238503210373,4.240763101133269
knowledge,gpt-4o-withoutcontext,Raw,0.503147623544224,0.24729038810964352,0.05350589092646268,2,0.5308767513158409,0.84913205702242,-1.0
knowledge,gpt-4o-withoutcontext,Normalized,0.5079680095558761,0.1838126867355155,0.053820717194911556,2,0.5308767513158409,0.8397968891396036,0.7049211827694831
lawschool,gpt-4o-withoutcontext,Raw,-0.7389743657027337,1.2486700683972438,0.1558581974575101,2,0.5336253903978346,0.7361003437780547,
lawschool,gpt-4o-withoutcontext,Normalized,-0.7195414374421369,1.2142300239359833,0.15320009078915667,2,0.5336253903978346,0.7516051507696077,
lawschool,gpt-4o-withoutcontext,Raw,-2.472281615369671,-0.2432751471451851,0.219959387510757,5,0.5972109806171655,0.8960097795673061,
